variable,solution
"x_K04037,437,25",0.0
"x_K04037,437,26",0.0
"x_K04037,437,27",0.0
"x_K04037,437,28",0.0
"x_K04037,437,29",0.0
"x_K04037,437,3",0.0
"x_K04037,437,30",0.0
"x_K04037,437,31",0.0
"x_K04037,437,32",0.0
"x_K04037,437,33",0.0
"x_K04037,437,34",0.0
"x_K04037,437,35",0.0
"x_K04037,437,36",0.0
"x_K04037,437,37",0.0
"x_K04037,437,38",0.0
"x_K04037,437,39",0.0
"x_K04037,437,4",0.0
"x_K04037,437,40",0.0
"x_K04037,437,41",0.0
"x_K04037,437,42",0.0
"x_K04037,437,43",0.0
"x_K04037,437,44",0.0
"x_K04037,437,45",0.0
"x_K04037,437,46",0.0
"x_K04037,437,47",0.0
"x_K04037,437,5",0.0
"x_K04037,437,6",0.0
"x_K04037,437,7",0.0
"x_K04037,437,8",0.0
"x_K04037,437,9",0.0
"x_K04046,401,0",0.0
"x_K04046,401,1",0.0
"x_K04046,401,10",0.0
"x_K04046,401,11",0.0
"x_K04046,401,12",0.0
"x_K04046,401,13",0.0
"x_K04046,401,14",0.0
"x_K04046,401,15",0.0
"x_K04046,401,16",0.0
"x_K04046,401,17",0.0
"x_K04046,401,18",0.0
"x_K04046,401,19",0.0
"x_K04046,401,2",0.0
"x_K04046,401,20",0.0
"x_K04046,401,21",0.0
"x_K04046,401,22",0.0
"x_K04046,401,23",0.0
"x_K04046,401,24",0.0
"x_K04046,401,25",0.0
"x_K04046,401,26",0.0
"x_K04046,401,27",0.0
"x_K04046,401,28",0.0
"x_K04046,401,29",0.0
"x_K04046,401,3",0.0
"x_K04046,401,30",0.0
"x_K04046,401,31",0.0
"x_K04046,401,32",0.0
"x_K04046,401,33",0.0
"x_K04046,401,34",0.0
"x_K04046,401,35",0.0
"x_K04046,401,36",0.0
"x_K04046,401,37",0.0
"x_K04046,401,38",0.0
"x_K04046,401,39",0.0
"x_K04046,401,4",0.0
"x_K04046,401,40",0.0
"x_K04046,401,41",0.0
"x_K04046,401,42",0.0
"x_K04046,401,43",0.0
"x_K04046,401,44",0.0
"x_K04046,401,45",0.0
"x_K04046,401,46",0.0
"x_K04046,401,47",0.0
"x_K04046,401,5",0.0
"x_K04046,401,6",0.0
"x_K04046,401,7",0.0
"x_K04046,401,8",0.0
"x_K04046,401,9",0.0
"x_K04046,404,0",0.0
"x_K04046,404,1",0.0
"x_K04046,404,10",0.0
"x_K04046,404,11",0.0
"x_K04046,404,12",0.0
"x_K04046,404,13",0.0
"x_K04046,404,14",0.0
"x_K04046,404,15",0.0
"x_K04046,404,16",0.0
"x_K04046,404,17",0.0
"x_K04046,404,18",0.0
"x_K04046,404,19",0.0
"x_K04046,404,2",0.0
"x_K04046,404,20",0.0
"x_K04046,404,21",0.0
"x_K04046,404,22",0.0
"x_K04046,404,23",0.0
"x_K04046,404,24",0.0
"x_K04046,404,25",0.0
"x_K04046,404,26",0.0
"x_K04046,404,27",0.0
"x_K04046,404,28",0.0
"x_K04046,404,29",0.0
"x_K04046,404,3",0.0
"x_K04046,404,30",0.0
"x_K04046,404,31",0.0
"x_K04046,404,32",0.0
"x_K04046,404,33",0.0
"x_K04046,404,34",0.0
"x_K04046,404,35",0.0
"x_K04046,404,36",0.0
"x_K04046,404,37",0.0
"x_K04046,404,38",0.0
"x_K04046,404,39",0.0
"x_K04046,404,4",0.0
"x_K04046,404,40",0.0
"x_K04046,404,41",0.0
"x_K04046,404,42",0.0
"x_K04046,404,43",0.0
"x_K04046,404,44",0.0
"x_K04046,404,45",0.0
"x_K04046,404,46",0.0
"x_K04046,404,47",0.0
"x_K04046,404,5",0.0
"x_K04046,404,6",0.0
"x_K04046,404,7",0.0
"x_K04046,404,8",0.0
"x_K04046,404,9",0.0
"x_K04046,408,0",0.0
"x_K04046,408,1",0.0
"x_K04046,408,10",0.0
"x_K04046,408,11",0.0
"x_K04046,408,12",0.0
"x_K04046,408,13",0.0
"x_K04046,408,14",0.0
"x_K04046,408,15",0.0
"x_K04046,408,16",0.0
"x_K04046,408,17",0.0
"x_K04046,408,18",0.0
"x_K04046,408,19",0.0
"x_K04046,408,2",0.0
"x_K04046,408,20",0.0
"x_K04046,408,21",0.0
"x_K04046,408,22",0.0
"x_K04046,408,23",0.0
"x_K04046,408,24",0.0
"x_K04046,408,25",0.0
"x_K04046,408,26",0.0
"x_K04046,408,27",0.0
"x_K04046,408,28",0.0
"x_K04046,408,29",0.0
"x_K04046,408,3",0.0
"x_K04046,408,30",0.0
"x_K04046,408,31",0.0
"x_K04046,408,32",0.0
"x_K04046,408,33",0.0
"x_K04046,408,34",0.0
"x_K04046,408,35",0.0
"x_K04046,408,36",0.0
"x_K04046,408,37",0.0
"x_K04046,408,38",0.0
"x_K04046,408,39",0.0
"x_K04046,408,4",0.0
"x_K04046,408,40",0.0
"x_K04046,408,41",0.0
"x_K04046,408,42",0.0
"x_K04046,408,43",0.0
"x_K04046,408,44",0.0
"x_K04046,408,45",0.0
"x_K04046,408,46",0.0
"x_K04046,408,47",0.0
"x_K04046,408,5",0.0
"x_K04046,408,6",0.0
"x_K04046,408,7",0.0
"x_K04046,408,8",0.0
"x_K04046,408,9",0.0
"x_K04046,409,0",0.0
"x_K04046,409,1",0.0
"x_K04046,409,10",0.0
"x_K04046,409,11",0.0
"x_K04046,409,12",0.0
"x_K04046,409,13",0.0
"x_K04046,409,14",0.0
"x_K04046,409,15",0.0
"x_K04046,409,16",0.0
"x_K04046,409,17",0.0
"x_K04046,409,18",0.0
"x_K04046,409,19",0.0
"x_K04046,409,2",0.0
"x_K04046,409,20",0.0
"x_K04046,409,21",0.0
"x_K04046,409,22",0.0
"x_K04046,409,23",0.0
"x_K04046,409,24",0.0
"x_K04046,409,25",0.0
"x_K04046,409,26",0.0
"x_K04046,409,27",0.0
"x_K04046,409,28",0.0
"x_K04046,409,29",0.0
"x_K04046,409,3",0.0
"x_K04046,409,30",0.0
"x_K04046,409,31",0.0
"x_K04046,409,32",0.0
"x_K04046,409,33",0.0
"x_K04046,409,34",0.0
"x_K04046,409,35",0.0
"x_K04046,409,36",0.0
"x_K04046,409,37",0.0
"x_K04046,409,38",0.0
"x_K04046,409,39",0.0
"x_K04046,409,4",0.0
"x_K04046,409,40",0.0
"x_K04046,409,41",0.0
"x_K04046,409,42",0.0
"x_K04046,409,43",0.0
"x_K04046,409,44",0.0
"x_K04046,409,45",0.0
"x_K04046,409,46",0.0
"x_K04046,409,47",0.0
"x_K04046,409,5",0.0
"x_K04046,409,6",0.0
"x_K04046,409,7",0.0
"x_K04046,409,8",0.0
"x_K04046,409,9",0.0
"x_K04046,410,0",0.0
"x_K04046,410,1",0.0
"x_K04046,410,10",0.0
"x_K04046,410,11",0.0
"x_K04046,410,12",0.0
"x_K04046,410,13",0.0
"x_K04046,410,14",0.0
"x_K04046,410,15",0.0
"x_K04046,410,16",0.0
"x_K04046,410,17",0.0
"x_K04046,410,18",0.0
"x_K04046,410,19",0.0
"x_K04046,410,2",0.0
"x_K04046,410,20",0.0
"x_K04046,410,21",0.0
"x_K04046,410,22",0.0
"x_K04046,410,23",0.0
"x_K04046,410,24",0.0
"x_K04046,410,25",0.0
"x_K04046,410,26",0.0
"x_K04046,410,27",0.0
"x_K04046,410,28",0.0
"x_K04046,410,29",0.0
"x_K04046,410,3",0.0
"x_K04046,410,30",0.0
"x_K04046,410,31",0.0
"x_K04046,410,32",0.0
"x_K04046,410,33",0.0
"x_K04046,410,34",0.0
"x_K04046,410,35",0.0
"x_K04046,410,36",0.0
"x_K04046,410,37",0.0
"x_K04046,410,38",0.0
"x_K04046,410,39",0.0
"x_K04046,410,4",0.0
"x_K04046,410,40",0.0
"x_K04046,410,41",0.0
"x_K04046,410,42",0.0
"x_K04046,410,43",0.0
"x_K04046,410,44",0.0
"x_K04046,410,45",0.0
"x_K04046,410,46",0.0
"x_K04046,410,47",0.0
"x_K04046,410,5",0.0
"x_K04046,410,6",0.0
"x_K04046,410,7",0.0
"x_K04046,410,8",0.0
"x_K04046,410,9",0.0
"x_K04046,411,0",0.0
"x_K04046,411,1",0.0
"x_K04046,411,10",0.0
"x_K04046,411,11",0.0
"x_K04046,411,12",0.0
"x_K04046,411,13",0.0
"x_K04046,411,14",0.0
"x_K04046,411,15",0.0
"x_K04046,411,16",0.0
"x_K04046,411,17",0.0
"x_K04046,411,18",0.0
"x_K04046,411,19",0.0
"x_K04046,411,2",120.0
"x_K04046,411,20",0.0
"x_K04046,411,21",0.0
"x_K04046,411,22",0.0
"x_K04046,411,23",0.0
"x_K04046,411,24",0.0
"x_K04046,411,25",0.0
"x_K04046,411,26",0.0
"x_K04046,411,27",0.0
"x_K04046,411,28",0.0
"x_K04046,411,29",0.0
"x_K04046,411,3",0.0
"x_K04046,411,30",0.0
"x_K04046,411,31",0.0
"x_K04046,411,32",0.0
"x_K04046,411,33",0.0
"x_K04046,411,34",0.0
"x_K04046,411,35",0.0
"x_K04046,411,36",0.0
"x_K04046,411,37",0.0
"x_K04046,411,38",0.0
"x_K04046,411,39",0.0
"x_K04046,411,4",0.0
"x_K04046,411,40",0.0
"x_K04046,411,41",0.0
"x_K04046,411,42",0.0
"x_K04046,411,43",0.0
"x_K04046,411,44",0.0
"x_K04046,411,45",0.0
"x_K04046,411,46",0.0
"x_K04046,411,47",0.0
"x_K04046,411,5",0.0
"x_K04046,411,6",0.0
"x_K04046,411,7",0.0
"x_K04046,411,8",0.0
"x_K04046,411,9",0.0
"x_K04046,416,0",0.0
"x_K04046,416,1",0.0
"x_K04046,416,10",0.0
"x_K04046,416,11",0.0
"x_K04046,416,12",0.0
"x_K04046,416,13",0.0
"x_K04046,416,14",0.0
"x_K04046,416,15",0.0
"x_K04046,416,16",0.0
"x_K04046,416,17",0.0
"x_K04046,416,18",0.0
"x_K04046,416,19",0.0
"x_K04046,416,2",0.0
"x_K04046,416,20",0.0
"x_K04046,416,21",0.0
"x_K04046,416,22",0.0
"x_K04046,416,23",0.0
"x_K04046,416,24",0.0
"x_K04046,416,25",0.0
"x_K04046,416,26",0.0
"x_K04046,416,27",0.0
"x_K04046,416,28",0.0
"x_K04046,416,29",0.0
"x_K04046,416,3",0.0
"x_K04046,416,30",0.0
"x_K04046,416,31",0.0
"x_K04046,416,32",0.0
"x_K04046,416,33",0.0
"x_K04046,416,34",0.0
"x_K04046,416,35",0.0
"x_K04046,416,36",0.0
"x_K04046,416,37",0.0
"x_K04046,416,38",0.0
"x_K04046,416,39",0.0
"x_K04046,416,4",0.0
"x_K04046,416,40",0.0
"x_K04046,416,41",0.0
"x_K04046,416,42",0.0
"x_K04046,416,43",0.0
"x_K04046,416,44",0.0
"x_K04046,416,45",0.0
"x_K04046,416,46",0.0
"x_K04046,416,47",0.0
"x_K04046,416,5",0.0
"x_K04046,416,6",0.0
"x_K04046,416,7",0.0
"x_K04046,416,8",0.0
"x_K04046,416,9",0.0
"x_K04046,422,0",0.0
"x_K04046,422,1",0.0
"x_K04046,422,10",0.0
"x_K04046,422,11",0.0
"x_K04046,422,12",0.0
"x_K04046,422,13",0.0
"x_K04046,422,14",0.0
"x_K04046,422,15",0.0
"x_K04046,422,16",0.0
"x_K04046,422,17",0.0
"x_K04046,422,18",0.0
"x_K04046,422,19",0.0
"x_K04046,422,2",0.0
"x_K04046,422,20",0.0
"x_K04046,422,21",0.0
"x_K04046,422,22",0.0
"x_K04046,422,23",0.0
"x_K04046,422,24",0.0
"x_K04046,422,25",0.0
"x_K04046,422,26",0.0
"x_K04046,422,27",0.0
"x_K04046,422,28",0.0
"x_K04046,422,29",0.0
"x_K04046,422,3",0.0
"x_K04046,422,30",0.0
"x_K04046,422,31",0.0
"x_K04046,422,32",0.0
"x_K04046,422,33",0.0
"x_K04046,422,34",0.0
"x_K04046,422,35",0.0
"x_K04046,422,36",0.0
"x_K04046,422,37",0.0
"x_K04046,422,38",0.0
"x_K04046,422,39",0.0
"x_K04046,422,4",0.0
"x_K04046,422,40",0.0
"x_K04046,422,41",0.0
"x_K04046,422,42",0.0
"x_K04046,422,43",0.0
"x_K04046,422,44",0.0
"x_K04046,422,45",0.0
"x_K04046,422,46",0.0
"x_K04046,422,47",0.0
"x_K04046,422,5",0.0
"x_K04046,422,6",0.0
"x_K04046,422,7",0.0
"x_K04046,422,8",0.0
"x_K04046,422,9",0.0
"x_K04046,424,0",0.0
"x_K04046,424,1",0.0
"x_K04046,424,10",0.0
"x_K04046,424,11",0.0
"x_K04046,424,12",0.0
"x_K04046,424,13",0.0
"x_K04046,424,14",0.0
"x_K04046,424,15",0.0
"x_K04046,424,16",0.0
"x_K04046,424,17",0.0
"x_K04046,424,18",0.0
"x_K04046,424,19",0.0
"x_K04046,424,2",0.0
"x_K04046,424,20",0.0
"x_K04046,424,21",0.0
"x_K04046,424,22",0.0
"x_K04046,424,23",0.0
"x_K04046,424,24",0.0
"x_K04046,424,25",0.0
"x_K04046,424,26",0.0
"x_K04046,424,27",0.0
"x_K04046,424,28",0.0
"x_K04046,424,29",0.0
"x_K04046,424,3",0.0
"x_K04046,424,30",0.0
"x_K04046,424,31",0.0
"x_K04046,424,32",0.0
"x_K04046,424,33",0.0
"x_K04046,424,34",0.0
"x_K04046,424,35",0.0
"x_K04046,424,36",0.0
"x_K04046,424,37",0.0
"x_K04046,424,38",0.0
"x_K04046,424,39",0.0
"x_K04046,424,4",0.0
"x_K04046,424,40",0.0
"x_K04046,424,41",0.0
"x_K04046,424,42",0.0
"x_K04046,424,43",0.0
"x_K04046,424,44",0.0
"x_K04046,424,45",0.0
"x_K04046,424,46",0.0
"x_K04046,424,47",0.0
"x_K04046,424,5",0.0
"x_K04046,424,6",0.0
"x_K04046,424,7",0.0
"x_K04046,424,8",0.0
"x_K04046,424,9",0.0
"x_K04046,425,0",0.0
"x_K04046,425,1",0.0
"x_K04046,425,10",0.0
"x_K04046,425,11",0.0
"x_K04046,425,12",0.0
"x_K04046,425,13",0.0
"x_K04046,425,14",0.0
"x_K04046,425,15",0.0
"x_K04046,425,16",0.0
"x_K04046,425,17",0.0
"x_K04046,425,18",0.0
"x_K04046,425,19",0.0
"x_K04046,425,2",0.0
"x_K04046,425,20",0.0
"x_K04046,425,21",0.0
"x_K04046,425,22",0.0
"x_K04046,425,23",0.0
"x_K04046,425,24",0.0
"x_K04046,425,25",0.0
"x_K04046,425,26",0.0
"x_K04046,425,27",0.0
"x_K04046,425,28",0.0
"x_K04046,425,29",0.0
"x_K04046,425,3",0.0
"x_K04046,425,30",0.0
"x_K04046,425,31",0.0
"x_K04046,425,32",0.0
"x_K04046,425,33",0.0
"x_K04046,425,34",0.0
"x_K04046,425,35",0.0
"x_K04046,425,36",0.0
"x_K04046,425,37",0.0
"x_K04046,425,38",0.0
"x_K04046,425,39",0.0
"x_K04046,425,4",0.0
"x_K04046,425,40",0.0
"x_K04046,425,41",0.0
"x_K04046,425,42",0.0
"x_K04046,425,43",0.0
"x_K04046,425,44",0.0
"x_K04046,425,45",0.0
"x_K04046,425,46",0.0
"x_K04046,425,47",0.0
"x_K04046,425,5",0.0
"x_K04046,425,6",0.0
"x_K04046,425,7",0.0
"x_K04046,425,8",0.0
"x_K04046,425,9",0.0
"x_K04046,426,0",0.0
"x_K04046,426,1",0.0
"x_K04046,426,10",0.0
"x_K04046,426,11",0.0
"x_K04046,426,12",0.0
"x_K04046,426,13",0.0
"x_K04046,426,14",0.0
"x_K04046,426,15",0.0
"x_K04046,426,16",0.0
"x_K04046,426,17",0.0
"x_K04046,426,18",0.0
"x_K04046,426,19",0.0
"x_K04046,426,2",191.0
"x_K04046,426,20",0.0
"x_K04046,426,21",0.0
"x_K04046,426,22",0.0
"x_K04046,426,23",0.0
"x_K04046,426,24",0.0
"x_K04046,426,25",0.0
"x_K04046,426,26",0.0
"x_K04046,426,27",0.0
"x_K04046,426,28",0.0
"x_K04046,426,29",0.0
"x_K04046,426,3",0.0
"x_K04046,426,30",0.0
"x_K04046,426,31",0.0
"x_K04046,426,32",0.0
"x_K04046,426,33",0.0
"x_K04046,426,34",0.0
"x_K04046,426,35",0.0
"x_K04046,426,36",0.0
"x_K04046,426,37",0.0
"x_K04046,426,38",0.0
"x_K04046,426,39",0.0
"x_K04046,426,4",0.0
"x_K04046,426,40",0.0
"x_K04046,426,41",0.0
"x_K04046,426,42",0.0
"x_K04046,426,43",0.0
"x_K04046,426,44",0.0
"x_K04046,426,45",0.0
"x_K04046,426,46",0.0
"x_K04046,426,47",0.0
"x_K04046,426,5",0.0
"x_K04046,426,6",0.0
"x_K04046,426,7",0.0
"x_K04046,426,8",0.0
"x_K04046,426,9",0.0
"x_K04046,434,0",0.0
"x_K04046,434,1",0.0
"x_K04046,434,10",0.0
"x_K04046,434,11",0.0
"x_K04046,434,12",0.0
"x_K04046,434,13",0.0
"x_K04046,434,14",0.0
"x_K04046,434,15",0.0
"x_K04046,434,16",0.0
"x_K04046,434,17",0.0
"x_K04046,434,18",0.0
"x_K04046,434,19",0.0
"x_K04046,434,2",0.0
"x_K04046,434,20",0.0
"x_K04046,434,21",0.0
"x_K04046,434,22",0.0
"x_K04046,434,23",0.0
"x_K04046,434,24",0.0
"x_K04046,434,25",0.0
"x_K04046,434,26",0.0
"x_K04046,434,27",0.0
"x_K04046,434,28",0.0
"x_K04046,434,29",0.0
"x_K04046,434,3",0.0
"x_K04046,434,30",0.0
"x_K04046,434,31",0.0
"x_K04046,434,32",0.0
"x_K04046,434,33",0.0
"x_K04046,434,34",0.0
"x_K04046,434,35",0.0
"x_K04046,434,36",0.0
"x_K04046,434,37",0.0
"x_K04046,434,38",0.0
"x_K04046,434,39",0.0
"x_K04046,434,4",0.0
"x_K04046,434,40",0.0
"x_K04046,434,41",0.0
"x_K04046,434,42",0.0
"x_K04046,434,43",0.0
"x_K04046,434,44",0.0
"x_K04046,434,45",0.0
"x_K04046,434,46",0.0
"x_K04046,434,47",0.0
"x_K04046,434,5",0.0
"x_K04046,434,6",0.0
"x_K04046,434,7",0.0
"x_K04046,434,8",0.0
"x_K04046,434,9",0.0
"x_K04046,435,0",0.0
"x_K04046,435,1",0.0
"x_K04046,435,10",0.0
"x_K04046,435,11",0.0
"x_K04046,435,12",0.0
"x_K04046,435,13",0.0
"x_K04046,435,14",0.0
"x_K04046,435,15",0.0
"x_K04046,435,16",0.0
"x_K04046,435,17",0.0
"x_K04046,435,18",0.0
"x_K04046,435,19",0.0
"x_K04046,435,2",59.0
"x_K04046,435,20",0.0
"x_K04046,435,21",0.0
"x_K04046,435,22",0.0
"x_K04046,435,23",0.0
"x_K04046,435,24",0.0
"x_K04046,435,25",0.0
"x_K04046,435,26",0.0
"x_K04046,435,27",0.0
"x_K04046,435,28",0.0
"x_K04046,435,29",0.0
"x_K04046,435,3",0.0
"x_K04046,435,30",0.0
"x_K04046,435,31",0.0
"x_K04046,435,32",0.0
"x_K04046,435,33",0.0
"x_K04046,435,34",0.0
"x_K04046,435,35",0.0
"x_K04046,435,36",0.0
"x_K04046,435,37",0.0
"x_K04046,435,38",0.0
"x_K04046,435,39",0.0
"x_K04046,435,4",0.0
"x_K04046,435,40",0.0
"x_K04046,435,41",0.0
"x_K04046,435,42",0.0
"x_K04046,435,43",0.0
"x_K04046,435,44",0.0
"x_K04046,435,45",0.0
"x_K04046,435,46",0.0
"x_K04046,435,47",0.0
"x_K04046,435,5",0.0
"x_K04046,435,6",0.0
"x_K04046,435,7",0.0
"x_K04046,435,8",0.0
"x_K04046,435,9",0.0
"x_K04046,437,0",0.0
"x_K04046,437,1",0.0
"x_K04046,437,10",0.0
"x_K04046,437,11",0.0
"x_K04046,437,12",0.0
"x_K04046,437,13",0.0
"x_K04046,437,14",0.0
"x_K04046,437,15",0.0
"x_K04046,437,16",0.0
"x_K04046,437,17",0.0
"x_K04046,437,18",0.0
"x_K04046,437,19",0.0
"x_K04046,437,2",0.0
"x_K04046,437,20",0.0
"x_K04046,437,21",0.0
"x_K04046,437,22",0.0
"x_K04046,437,23",0.0
"x_K04046,437,24",0.0
"x_K04046,437,25",0.0
"x_K04046,437,26",0.0
"x_K04046,437,27",0.0
"x_K04046,437,28",0.0
"x_K04046,437,29",0.0
"x_K04046,437,3",0.0
"x_K04046,437,30",0.0
"x_K04046,437,31",0.0
"x_K04046,437,32",0.0
"x_K04046,437,33",0.0
"x_K04046,437,34",0.0
"x_K04046,437,35",0.0
"x_K04046,437,36",0.0
"x_K04046,437,37",0.0
"x_K04046,437,38",0.0
"x_K04046,437,39",0.0
"x_K04046,437,4",0.0
"x_K04046,437,40",0.0
"x_K04046,437,41",0.0
"x_K04046,437,42",0.0
"x_K04046,437,43",0.0
"x_K04046,437,44",0.0
"x_K04046,437,45",0.0
"x_K04046,437,46",0.0
"x_K04046,437,47",0.0
"x_K04046,437,5",0.0
"x_K04046,437,6",0.0
"x_K04046,437,7",0.0
"x_K04046,437,8",0.0
"x_K04046,437,9",0.0
"x_K04101,401,0",0.0
"x_K04101,401,1",0.0
"x_K04101,401,10",0.0
"x_K04101,401,11",0.0
"x_K04101,401,12",0.0
"x_K04101,401,13",0.0
"x_K04101,401,14",0.0
"x_K04101,401,15",0.0
"x_K04101,401,16",0.0
"x_K04101,401,17",0.0
"x_K04101,401,18",0.0
"x_K04101,401,19",0.0
"x_K04101,401,2",0.0
"x_K04101,401,20",0.0
"x_K04101,401,21",0.0
"x_K04101,401,22",0.0
"x_K04101,401,23",0.0
"x_K04101,401,24",0.0
"x_K04101,401,25",0.0
"x_K04101,401,26",0.0
"x_K04101,401,27",0.0
"x_K04101,401,28",0.0
"x_K04101,401,29",0.0
"x_K04101,401,3",0.0
"x_K04101,401,30",0.0
"x_K04101,401,31",0.0
"x_K04101,401,32",0.0
"x_K04101,401,33",0.0
"x_K04101,401,34",0.0
"x_K04101,401,35",0.0
"x_K04101,401,36",0.0
"x_K04101,401,37",0.0
"x_K04101,401,38",0.0
"x_K04101,401,39",0.0
"x_K04101,401,4",0.0
"x_K04101,401,40",0.0
"x_K04101,401,41",0.0
"x_K04101,401,42",0.0
"x_K04101,401,43",0.0
"x_K04101,401,44",0.0
"x_K04101,401,45",0.0
"x_K04101,401,46",0.0
"x_K04101,401,47",0.0
"x_K04101,401,5",0.0
"x_K04101,401,6",0.0
"x_K04101,401,7",0.0
"x_K04101,401,8",0.0
"x_K04101,401,9",0.0
"x_K04101,404,0",0.0
"x_K04101,404,1",0.0
"x_K04101,404,10",0.0
"x_K04101,404,11",0.0
"x_K04101,404,12",0.0
"x_K04101,404,13",0.0
"x_K04101,404,14",0.0
"x_K04101,404,15",0.0
"x_K04101,404,16",0.0
"x_K04101,404,17",0.0
"x_K04101,404,18",0.0
"x_K04101,404,19",0.0
"x_K04101,404,2",0.0
"x_K04101,404,20",0.0
"x_K04101,404,21",0.0
"x_K04101,404,22",0.0
"x_K04101,404,23",0.0
"x_K04101,404,24",0.0
"x_K04101,404,25",0.0
"x_K04101,404,26",0.0
"x_K04101,404,27",0.0
"x_K04101,404,28",0.0
"x_K04101,404,29",0.0
"x_K04101,404,3",0.0
"x_K04101,404,30",0.0
"x_K04101,404,31",0.0
"x_K04101,404,32",0.0
"x_K04101,404,33",0.0
"x_K04101,404,34",0.0
"x_K04101,404,35",0.0
"x_K04101,404,36",0.0
"x_K04101,404,37",0.0
"x_K04101,404,38",0.0
"x_K04101,404,39",0.0
"x_K04101,404,4",0.0
"x_K04101,404,40",0.0
"x_K04101,404,41",0.0
"x_K04101,404,42",0.0
"x_K04101,404,43",0.0
"x_K04101,404,44",0.0
"x_K04101,404,45",0.0
"x_K04101,404,46",0.0
"x_K04101,404,47",0.0
"x_K04101,404,5",0.0
"x_K04101,404,6",0.0
"x_K04101,404,7",0.0
"x_K04101,404,8",0.0
"x_K04101,404,9",0.0
"x_K04101,408,0",0.0
"x_K04101,408,1",0.0
"x_K04101,408,10",0.0
"x_K04101,408,11",0.0
"x_K04101,408,12",0.0
"x_K04101,408,13",0.0
"x_K04101,408,14",0.0
"x_K04101,408,15",0.0
"x_K04101,408,16",0.0
"x_K04101,408,17",0.0
"x_K04101,408,18",0.0
"x_K04101,408,19",0.0
"x_K04101,408,2",0.0
"x_K04101,408,20",0.0
"x_K04101,408,21",0.0
"x_K04101,408,22",0.0
"x_K04101,408,23",0.0
"x_K04101,408,24",0.0
"x_K04101,408,25",0.0
"x_K04101,408,26",0.0
"x_K04101,408,27",0.0
"x_K04101,408,28",0.0
"x_K04101,408,29",0.0
"x_K04101,408,3",0.0
"x_K04101,408,30",0.0
"x_K04101,408,31",0.0
"x_K04101,408,32",0.0
"x_K04101,408,33",0.0
"x_K04101,408,34",0.0
"x_K04101,408,35",0.0
"x_K04101,408,36",0.0
"x_K04101,408,37",0.0
"x_K04101,408,38",0.0
"x_K04101,408,39",0.0
"x_K04101,408,4",0.0
"x_K04101,408,40",0.0
"x_K04101,408,41",0.0
"x_K04101,408,42",0.0
"x_K04101,408,43",0.0
"x_K04101,408,44",0.0
"x_K04101,408,45",0.0
"x_K04101,408,46",0.0
"x_K04101,408,47",0.0
"x_K04101,408,5",0.0
"x_K04101,408,6",0.0
"x_K04101,408,7",0.0
"x_K04101,408,8",0.0
"x_K04101,408,9",0.0
"x_K04101,409,0",0.0
"x_K04101,409,1",0.0
"x_K04101,409,10",0.0
"x_K04101,409,11",0.0
"x_K04101,409,12",0.0
"x_K04101,409,13",0.0
"x_K04101,409,14",0.0
"x_K04101,409,15",0.0
"x_K04101,409,16",0.0
"x_K04101,409,17",0.0
"x_K04101,409,18",0.0
"x_K04101,409,19",0.0
"x_K04101,409,2",0.0
"x_K04101,409,20",0.0
"x_K04101,409,21",0.0
"x_K04101,409,22",0.0
"x_K04101,409,23",0.0
"x_K04101,409,24",0.0
"x_K04101,409,25",0.0
"x_K04101,409,26",0.0
"x_K04101,409,27",0.0
"x_K04101,409,28",0.0
"x_K04101,409,29",0.0
"x_K04101,409,3",0.0
"x_K04101,409,30",0.0
"x_K04101,409,31",0.0
"x_K04101,409,32",0.0
"x_K04101,409,33",0.0
"x_K04101,409,34",0.0
"x_K04101,409,35",0.0
"x_K04101,409,36",0.0
"x_K04101,409,37",0.0
"x_K04101,409,38",0.0
"x_K04101,409,39",0.0
"x_K04101,409,4",0.0
"x_K04101,409,40",0.0
"x_K04101,409,41",0.0
"x_K04101,409,42",0.0
"x_K04101,409,43",0.0
"x_K04101,409,44",0.0
"x_K04101,409,45",0.0
"x_K04101,409,46",0.0
"x_K04101,409,47",0.0
"x_K04101,409,5",0.0
"x_K04101,409,6",0.0
"x_K04101,409,7",0.0
"x_K04101,409,8",0.0
"x_K04101,409,9",0.0
"x_K04101,410,0",0.0
"x_K04101,410,1",0.0
"x_K04101,410,10",0.0
"x_K04101,410,11",0.0
"x_K04101,410,12",0.0
"x_K04101,410,13",0.0
"x_K04101,410,14",0.0
"x_K04101,410,15",0.0
"x_K04101,410,16",0.0
"x_K04101,410,17",0.0
"x_K04101,410,18",0.0
"x_K04101,410,19",0.0
"x_K04101,410,2",0.0
"x_K04101,410,20",0.0
"x_K04101,410,21",0.0
"x_K04101,410,22",0.0
"x_K04101,410,23",0.0
"x_K04101,410,24",0.0
"x_K04101,410,25",0.0
"x_K04101,410,26",0.0
"x_K04101,410,27",0.0
"x_K04101,410,28",0.0
"x_K04101,410,29",0.0
"x_K04101,410,3",0.0
"x_K04101,410,30",0.0
"x_K04101,410,31",0.0
"x_K04101,410,32",0.0
"x_K04101,410,33",0.0
"x_K04101,410,34",0.0
"x_K04101,410,35",0.0
"x_K04101,410,36",0.0
"x_K04101,410,37",0.0
"x_K04101,410,38",0.0
"x_K04101,410,39",0.0
"x_K04101,410,4",0.0
"x_K04101,410,40",0.0
"x_K04101,410,41",0.0
"x_K04101,410,42",0.0
