variable,solution
"x_K61606,408,22",0.0
"x_K61606,408,23",0.0
"x_K61606,408,24",0.0
"x_K61606,408,25",0.0
"x_K61606,408,26",0.0
"x_K61606,408,27",0.0
"x_K61606,408,28",0.0
"x_K61606,408,29",0.0
"x_K61606,408,3",0.0
"x_K61606,408,30",0.0
"x_K61606,408,31",0.0
"x_K61606,408,32",0.0
"x_K61606,408,33",0.0
"x_K61606,408,34",0.0
"x_K61606,408,35",0.0
"x_K61606,408,36",0.0
"x_K61606,408,37",0.0
"x_K61606,408,38",0.0
"x_K61606,408,39",0.0
"x_K61606,408,4",0.0
"x_K61606,408,40",0.0
"x_K61606,408,41",0.0
"x_K61606,408,42",0.0
"x_K61606,408,43",0.0
"x_K61606,408,44",0.0
"x_K61606,408,45",0.0
"x_K61606,408,46",0.0
"x_K61606,408,47",0.0
"x_K61606,408,5",0.0
"x_K61606,408,6",0.0
"x_K61606,408,7",0.0
"x_K61606,408,8",0.0
"x_K61606,408,9",0.0
"x_K61606,409,0",0.0
"x_K61606,409,1",0.0
"x_K61606,409,10",0.0
"x_K61606,409,11",0.0
"x_K61606,409,12",0.0
"x_K61606,409,13",0.0
"x_K61606,409,14",0.0
"x_K61606,409,15",0.0
"x_K61606,409,16",0.0
"x_K61606,409,17",0.0
"x_K61606,409,18",0.0
"x_K61606,409,19",0.0
"x_K61606,409,2",0.0
"x_K61606,409,20",0.0
"x_K61606,409,21",0.0
"x_K61606,409,22",0.0
"x_K61606,409,23",0.0
"x_K61606,409,24",0.0
"x_K61606,409,25",0.0
"x_K61606,409,26",0.0
"x_K61606,409,27",0.0
"x_K61606,409,28",0.0
"x_K61606,409,29",0.0
"x_K61606,409,3",0.0
"x_K61606,409,30",0.0
"x_K61606,409,31",0.0
"x_K61606,409,32",0.0
"x_K61606,409,33",0.0
"x_K61606,409,34",0.0
"x_K61606,409,35",0.0
"x_K61606,409,36",0.0
"x_K61606,409,37",0.0
"x_K61606,409,38",0.0
"x_K61606,409,39",0.0
"x_K61606,409,4",0.0
"x_K61606,409,40",0.0
"x_K61606,409,41",0.0
"x_K61606,409,42",0.0
"x_K61606,409,43",0.0
"x_K61606,409,44",0.0
"x_K61606,409,45",0.0
"x_K61606,409,46",0.0
"x_K61606,409,47",0.0
"x_K61606,409,5",0.0
"x_K61606,409,6",0.0
"x_K61606,409,7",0.0
"x_K61606,409,8",0.0
"x_K61606,409,9",0.0
"x_K61606,410,0",0.0
"x_K61606,410,1",0.0
"x_K61606,410,10",0.0
"x_K61606,410,11",0.0
"x_K61606,410,12",0.0
"x_K61606,410,13",0.0
"x_K61606,410,14",0.0
"x_K61606,410,15",0.0
"x_K61606,410,16",0.0
"x_K61606,410,17",0.0
"x_K61606,410,18",0.0
"x_K61606,410,19",0.0
"x_K61606,410,2",0.0
"x_K61606,410,20",0.0
"x_K61606,410,21",0.0
"x_K61606,410,22",0.0
"x_K61606,410,23",0.0
"x_K61606,410,24",0.0
"x_K61606,410,25",0.0
"x_K61606,410,26",0.0
"x_K61606,410,27",0.0
"x_K61606,410,28",0.0
"x_K61606,410,29",0.0
"x_K61606,410,3",0.0
"x_K61606,410,30",0.0
"x_K61606,410,31",0.0
"x_K61606,410,32",0.0
"x_K61606,410,33",0.0
"x_K61606,410,34",0.0
"x_K61606,410,35",0.0
"x_K61606,410,36",0.0
"x_K61606,410,37",0.0
"x_K61606,410,38",0.0
"x_K61606,410,39",0.0
"x_K61606,410,4",0.0
"x_K61606,410,40",0.0
"x_K61606,410,41",0.0
"x_K61606,410,42",0.0
"x_K61606,410,43",0.0
"x_K61606,410,44",0.0
"x_K61606,410,45",0.0
"x_K61606,410,46",0.0
"x_K61606,410,47",0.0
"x_K61606,410,5",0.0
"x_K61606,410,6",0.0
"x_K61606,410,7",0.0
"x_K61606,410,8",0.0
"x_K61606,410,9",0.0
"x_K61606,411,0",0.0
"x_K61606,411,1",0.0
"x_K61606,411,10",0.0
"x_K61606,411,11",0.0
"x_K61606,411,12",0.0
"x_K61606,411,13",0.0
"x_K61606,411,14",0.0
"x_K61606,411,15",0.0
"x_K61606,411,16",0.0
"x_K61606,411,17",0.0
"x_K61606,411,18",0.0
"x_K61606,411,19",0.0
"x_K61606,411,2",0.0
"x_K61606,411,20",0.0
"x_K61606,411,21",0.0
"x_K61606,411,22",0.0
"x_K61606,411,23",0.0
"x_K61606,411,24",0.0
"x_K61606,411,25",0.0
"x_K61606,411,26",0.0
"x_K61606,411,27",0.0
"x_K61606,411,28",0.0
"x_K61606,411,29",0.0
"x_K61606,411,3",0.0
"x_K61606,411,30",0.0
"x_K61606,411,31",0.0
"x_K61606,411,32",0.0
"x_K61606,411,33",0.0
"x_K61606,411,34",0.0
"x_K61606,411,35",0.0
"x_K61606,411,36",0.0
"x_K61606,411,37",0.0
"x_K61606,411,38",0.0
"x_K61606,411,39",0.0
"x_K61606,411,4",0.0
"x_K61606,411,40",0.0
"x_K61606,411,41",0.0
"x_K61606,411,42",0.0
"x_K61606,411,43",0.0
"x_K61606,411,44",0.0
"x_K61606,411,45",0.0
"x_K61606,411,46",0.0
"x_K61606,411,47",0.0
"x_K61606,411,5",0.0
"x_K61606,411,6",0.0
"x_K61606,411,7",0.0
"x_K61606,411,8",0.0
"x_K61606,411,9",0.0
"x_K61606,416,0",0.0
"x_K61606,416,1",0.0
"x_K61606,416,10",0.0
"x_K61606,416,11",0.0
"x_K61606,416,12",0.0
"x_K61606,416,13",0.0
"x_K61606,416,14",0.0
"x_K61606,416,15",0.0
"x_K61606,416,16",0.0
"x_K61606,416,17",0.0
"x_K61606,416,18",0.0
"x_K61606,416,19",0.0
"x_K61606,416,2",0.0
"x_K61606,416,20",0.0
"x_K61606,416,21",0.0
"x_K61606,416,22",0.0
"x_K61606,416,23",0.0
"x_K61606,416,24",0.0
"x_K61606,416,25",0.0
"x_K61606,416,26",0.0
"x_K61606,416,27",0.0
"x_K61606,416,28",0.0
"x_K61606,416,29",0.0
"x_K61606,416,3",0.0
"x_K61606,416,30",0.0
"x_K61606,416,31",0.0
"x_K61606,416,32",0.0
"x_K61606,416,33",0.0
"x_K61606,416,34",0.0
"x_K61606,416,35",0.0
"x_K61606,416,36",0.0
"x_K61606,416,37",0.0
"x_K61606,416,38",0.0
"x_K61606,416,39",0.0
"x_K61606,416,4",72.0
"x_K61606,416,40",0.0
"x_K61606,416,41",0.0
"x_K61606,416,42",0.0
"x_K61606,416,43",0.0
"x_K61606,416,44",0.0
"x_K61606,416,45",0.0
"x_K61606,416,46",0.0
"x_K61606,416,47",0.0
"x_K61606,416,5",0.0
"x_K61606,416,6",0.0
"x_K61606,416,7",0.0
"x_K61606,416,8",0.0
"x_K61606,416,9",0.0
"x_K61606,422,0",0.0
"x_K61606,422,1",0.0
"x_K61606,422,10",0.0
"x_K61606,422,11",0.0
"x_K61606,422,12",0.0
"x_K61606,422,13",0.0
"x_K61606,422,14",0.0
"x_K61606,422,15",0.0
"x_K61606,422,16",0.0
"x_K61606,422,17",0.0
"x_K61606,422,18",0.0
"x_K61606,422,19",0.0
"x_K61606,422,2",0.0
"x_K61606,422,20",0.0
"x_K61606,422,21",0.0
"x_K61606,422,22",0.0
"x_K61606,422,23",0.0
"x_K61606,422,24",0.0
"x_K61606,422,25",0.0
"x_K61606,422,26",0.0
"x_K61606,422,27",0.0
"x_K61606,422,28",0.0
"x_K61606,422,29",0.0
"x_K61606,422,3",0.0
"x_K61606,422,30",0.0
"x_K61606,422,31",0.0
"x_K61606,422,32",0.0
"x_K61606,422,33",0.0
"x_K61606,422,34",0.0
"x_K61606,422,35",0.0
"x_K61606,422,36",0.0
"x_K61606,422,37",0.0
"x_K61606,422,38",0.0
"x_K61606,422,39",0.0
"x_K61606,422,4",0.0
"x_K61606,422,40",0.0
"x_K61606,422,41",0.0
"x_K61606,422,42",0.0
"x_K61606,422,43",0.0
"x_K61606,422,44",0.0
"x_K61606,422,45",0.0
"x_K61606,422,46",0.0
"x_K61606,422,47",0.0
"x_K61606,422,5",0.0
"x_K61606,422,6",0.0
"x_K61606,422,7",0.0
"x_K61606,422,8",0.0
"x_K61606,422,9",0.0
"x_K61606,424,0",0.0
"x_K61606,424,1",0.0
"x_K61606,424,10",0.0
"x_K61606,424,11",0.0
"x_K61606,424,12",0.0
"x_K61606,424,13",0.0
"x_K61606,424,14",0.0
"x_K61606,424,15",0.0
"x_K61606,424,16",0.0
"x_K61606,424,17",0.0
"x_K61606,424,18",0.0
"x_K61606,424,19",0.0
"x_K61606,424,2",0.0
"x_K61606,424,20",0.0
"x_K61606,424,21",0.0
"x_K61606,424,22",0.0
"x_K61606,424,23",0.0
"x_K61606,424,24",0.0
"x_K61606,424,25",0.0
"x_K61606,424,26",0.0
"x_K61606,424,27",0.0
"x_K61606,424,28",0.0
"x_K61606,424,29",0.0
"x_K61606,424,3",0.0
"x_K61606,424,30",0.0
"x_K61606,424,31",0.0
"x_K61606,424,32",0.0
"x_K61606,424,33",0.0
"x_K61606,424,34",0.0
"x_K61606,424,35",0.0
"x_K61606,424,36",0.0
"x_K61606,424,37",0.0
"x_K61606,424,38",0.0
"x_K61606,424,39",0.0
"x_K61606,424,4",0.0
"x_K61606,424,40",0.0
"x_K61606,424,41",0.0
"x_K61606,424,42",0.0
"x_K61606,424,43",0.0
"x_K61606,424,44",0.0
"x_K61606,424,45",0.0
"x_K61606,424,46",0.0
"x_K61606,424,47",0.0
"x_K61606,424,5",0.0
"x_K61606,424,6",0.0
"x_K61606,424,7",0.0
"x_K61606,424,8",0.0
"x_K61606,424,9",0.0
"x_K61606,425,0",0.0
"x_K61606,425,1",0.0
"x_K61606,425,10",0.0
"x_K61606,425,11",0.0
"x_K61606,425,12",0.0
"x_K61606,425,13",0.0
"x_K61606,425,14",0.0
"x_K61606,425,15",0.0
"x_K61606,425,16",0.0
"x_K61606,425,17",0.0
"x_K61606,425,18",0.0
"x_K61606,425,19",0.0
"x_K61606,425,2",0.0
"x_K61606,425,20",0.0
"x_K61606,425,21",0.0
"x_K61606,425,22",0.0
"x_K61606,425,23",0.0
"x_K61606,425,24",0.0
"x_K61606,425,25",0.0
"x_K61606,425,26",0.0
"x_K61606,425,27",0.0
"x_K61606,425,28",0.0
"x_K61606,425,29",0.0
"x_K61606,425,3",0.0
"x_K61606,425,30",0.0
"x_K61606,425,31",0.0
"x_K61606,425,32",0.0
"x_K61606,425,33",0.0
"x_K61606,425,34",0.0
"x_K61606,425,35",0.0
"x_K61606,425,36",0.0
"x_K61606,425,37",0.0
"x_K61606,425,38",0.0
"x_K61606,425,39",0.0
"x_K61606,425,4",0.0
"x_K61606,425,40",0.0
"x_K61606,425,41",0.0
"x_K61606,425,42",0.0
"x_K61606,425,43",0.0
"x_K61606,425,44",0.0
"x_K61606,425,45",0.0
"x_K61606,425,46",0.0
"x_K61606,425,47",0.0
"x_K61606,425,5",0.0
"x_K61606,425,6",0.0
"x_K61606,425,7",0.0
"x_K61606,425,8",0.0
"x_K61606,425,9",0.0
"x_K61606,426,0",0.0
"x_K61606,426,1",0.0
"x_K61606,426,10",0.0
"x_K61606,426,11",0.0
"x_K61606,426,12",0.0
"x_K61606,426,13",0.0
"x_K61606,426,14",0.0
"x_K61606,426,15",0.0
"x_K61606,426,16",0.0
"x_K61606,426,17",0.0
"x_K61606,426,18",0.0
"x_K61606,426,19",0.0
"x_K61606,426,2",0.0
"x_K61606,426,20",0.0
"x_K61606,426,21",0.0
"x_K61606,426,22",0.0
"x_K61606,426,23",0.0
"x_K61606,426,24",0.0
"x_K61606,426,25",0.0
"x_K61606,426,26",0.0
"x_K61606,426,27",0.0
"x_K61606,426,28",0.0
"x_K61606,426,29",0.0
"x_K61606,426,3",0.0
"x_K61606,426,30",0.0
"x_K61606,426,31",0.0
"x_K61606,426,32",0.0
"x_K61606,426,33",0.0
"x_K61606,426,34",0.0
"x_K61606,426,35",0.0
"x_K61606,426,36",0.0
"x_K61606,426,37",0.0
"x_K61606,426,38",0.0
"x_K61606,426,39",0.0
"x_K61606,426,4",0.0
"x_K61606,426,40",0.0
"x_K61606,426,41",0.0
"x_K61606,426,42",0.0
"x_K61606,426,43",0.0
"x_K61606,426,44",0.0
"x_K61606,426,45",0.0
"x_K61606,426,46",0.0
"x_K61606,426,47",0.0
"x_K61606,426,5",0.0
"x_K61606,426,6",0.0
"x_K61606,426,7",0.0
"x_K61606,426,8",0.0
"x_K61606,426,9",0.0
"x_K61606,434,0",0.0
"x_K61606,434,1",0.0
"x_K61606,434,10",0.0
"x_K61606,434,11",0.0
"x_K61606,434,12",0.0
"x_K61606,434,13",0.0
"x_K61606,434,14",0.0
"x_K61606,434,15",0.0
"x_K61606,434,16",0.0
"x_K61606,434,17",0.0
"x_K61606,434,18",0.0
"x_K61606,434,19",0.0
"x_K61606,434,2",0.0
"x_K61606,434,20",0.0
"x_K61606,434,21",0.0
"x_K61606,434,22",0.0
"x_K61606,434,23",0.0
"x_K61606,434,24",0.0
"x_K61606,434,25",0.0
"x_K61606,434,26",0.0
"x_K61606,434,27",0.0
"x_K61606,434,28",0.0
"x_K61606,434,29",0.0
"x_K61606,434,3",0.0
"x_K61606,434,30",0.0
"x_K61606,434,31",0.0
"x_K61606,434,32",0.0
"x_K61606,434,33",0.0
"x_K61606,434,34",0.0
"x_K61606,434,35",0.0
"x_K61606,434,36",0.0
"x_K61606,434,37",0.0
"x_K61606,434,38",0.0
"x_K61606,434,39",0.0
"x_K61606,434,4",0.0
"x_K61606,434,40",0.0
"x_K61606,434,41",0.0
"x_K61606,434,42",0.0
"x_K61606,434,43",0.0
"x_K61606,434,44",0.0
"x_K61606,434,45",0.0
"x_K61606,434,46",0.0
"x_K61606,434,47",0.0
"x_K61606,434,5",0.0
"x_K61606,434,6",0.0
"x_K61606,434,7",0.0
"x_K61606,434,8",0.0
"x_K61606,434,9",0.0
"x_K61606,435,0",0.0
"x_K61606,435,1",0.0
"x_K61606,435,10",0.0
"x_K61606,435,11",0.0
"x_K61606,435,12",0.0
"x_K61606,435,13",0.0
"x_K61606,435,14",0.0
"x_K61606,435,15",0.0
"x_K61606,435,16",0.0
"x_K61606,435,17",0.0
"x_K61606,435,18",0.0
"x_K61606,435,19",0.0
"x_K61606,435,2",0.0
"x_K61606,435,20",0.0
"x_K61606,435,21",0.0
"x_K61606,435,22",0.0
"x_K61606,435,23",0.0
"x_K61606,435,24",0.0
"x_K61606,435,25",0.0
"x_K61606,435,26",0.0
"x_K61606,435,27",0.0
"x_K61606,435,28",0.0
"x_K61606,435,29",0.0
"x_K61606,435,3",0.0
"x_K61606,435,30",0.0
"x_K61606,435,31",0.0
"x_K61606,435,32",0.0
"x_K61606,435,33",0.0
"x_K61606,435,34",0.0
"x_K61606,435,35",0.0
"x_K61606,435,36",0.0
"x_K61606,435,37",0.0
"x_K61606,435,38",0.0
"x_K61606,435,39",0.0
"x_K61606,435,4",0.0
"x_K61606,435,40",0.0
"x_K61606,435,41",0.0
"x_K61606,435,42",0.0
"x_K61606,435,43",0.0
"x_K61606,435,44",0.0
"x_K61606,435,45",0.0
"x_K61606,435,46",0.0
"x_K61606,435,47",0.0
"x_K61606,435,5",0.0
"x_K61606,435,6",0.0
"x_K61606,435,7",0.0
"x_K61606,435,8",0.0
"x_K61606,435,9",0.0
"x_K61606,437,0",0.0
"x_K61606,437,1",0.0
"x_K61606,437,10",0.0
"x_K61606,437,11",0.0
"x_K61606,437,12",0.0
"x_K61606,437,13",0.0
"x_K61606,437,14",0.0
"x_K61606,437,15",0.0
"x_K61606,437,16",0.0
"x_K61606,437,17",0.0
"x_K61606,437,18",0.0
"x_K61606,437,19",0.0
"x_K61606,437,2",0.0
"x_K61606,437,20",0.0
"x_K61606,437,21",0.0
"x_K61606,437,22",0.0
"x_K61606,437,23",0.0
"x_K61606,437,24",0.0
"x_K61606,437,25",0.0
"x_K61606,437,26",0.0
"x_K61606,437,27",0.0
"x_K61606,437,28",0.0
"x_K61606,437,29",0.0
"x_K61606,437,3",0.0
"x_K61606,437,30",0.0
"x_K61606,437,31",0.0
"x_K61606,437,32",0.0
"x_K61606,437,33",0.0
"x_K61606,437,34",0.0
"x_K61606,437,35",0.0
"x_K61606,437,36",0.0
"x_K61606,437,37",0.0
"x_K61606,437,38",0.0
"x_K61606,437,39",0.0
"x_K61606,437,4",0.0
"x_K61606,437,40",0.0
"x_K61606,437,41",0.0
"x_K61606,437,42",0.0
"x_K61606,437,43",0.0
"x_K61606,437,44",0.0
"x_K61606,437,45",0.0
"x_K61606,437,46",0.0
"x_K61606,437,47",0.0
"x_K61606,437,5",0.0
"x_K61606,437,6",0.0
"x_K61606,437,7",0.0
"x_K61606,437,8",0.0
"x_K61606,437,9",0.0
"x_K62330,401,0",0.0
"x_K62330,401,1",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,10",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,11",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,12",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,13",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,14",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,15",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,16",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,17",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,18",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,19",0.0
"x_K62330,401,2",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,20",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,21",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,22",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,23",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,24",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,25",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,26",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,27",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,28",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,29",0.0
"x_K62330,401,3",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,30",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,31",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,32",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,33",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,34",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,35",0.0
"x_K62330,401,36",0.0
"x_K62330,401,36",0.0
"x_K62330,401,36",0.0
