,0
"('066157', 425.0, '2021-05-30')",0
"('066157', 425.0, '2021-03-10')",0
"('066157', 425.0, '2021-05-10')",0
"('066157', 425.0, '2021-05-24')",0
"('066157', 425.0, '2021-05-13')",0
"('066157', 425.0, '2021-05-31')",0
"('066157', 425.0, '2021-02-18')",0
"('066157', 425.0, '2021-02-10')",0
"('066157', 426.0, '2021-04-10')",0
"('066157', 426.0, '2021-05-30')",0
"('066157', 426.0, '2021-03-10')",0
"('066157', 426.0, '2021-05-10')",0
"('066157', 426.0, '2021-05-24')",0
"('066157', 426.0, '2021-05-13')",0
"('066157', 426.0, '2021-05-31')",0
"('066157', 426.0, '2021-02-18')",0
"('066157', 426.0, '2021-02-10')",0
"('066157', 433.0, '2021-04-10')",0
"('066157', 433.0, '2021-05-30')",0
"('066157', 433.0, '2021-03-10')",0
"('066157', 433.0, '2021-05-10')",0
"('066157', 433.0, '2021-05-24')",0
"('066157', 433.0, '2021-05-13')",0
"('066157', 433.0, '2021-05-31')",0
"('066157', 433.0, '2021-02-18')",0
"('066157', 433.0, '2021-02-10')",0
"('066157', 434.0, '2021-04-10')",0
"('066157', 434.0, '2021-05-30')",0
"('066157', 434.0, '2021-03-10')",0
"('066157', 434.0, '2021-05-10')",0
"('066157', 434.0, '2021-05-24')",0
"('066157', 434.0, '2021-05-13')",179
"('066157', 434.0, '2021-05-31')",0
"('066157', 434.0, '2021-02-18')",0
"('066157', 434.0, '2021-02-10')",0
"('066157', 435.0, '2021-04-10')",0
"('066157', 435.0, '2021-05-30')",0
"('066157', 435.0, '2021-03-10')",0
"('066157', 435.0, '2021-05-10')",0
"('066157', 435.0, '2021-05-24')",0
"('066157', 435.0, '2021-05-13')",0
"('066157', 435.0, '2021-05-31')",0
"('066157', 435.0, '2021-02-18')",0
"('066157', 435.0, '2021-02-10')",0
"('066157', 436.0, '2021-04-10')",0
"('066157', 436.0, '2021-05-30')",0
"('066157', 436.0, '2021-03-10')",0
"('066157', 436.0, '2021-05-10')",0
"('066157', 436.0, '2021-05-24')",0
"('066157', 436.0, '2021-05-13')",0
"('066157', 436.0, '2021-05-31')",0
"('066157', 436.0, '2021-02-18')",0
"('066157', 436.0, '2021-02-10')",0
"('066157', 438.0, '2021-04-10')",0
"('066157', 438.0, '2021-05-30')",0
"('066157', 438.0, '2021-03-10')",0
"('066157', 438.0, '2021-05-10')",0
"('066157', 438.0, '2021-05-24')",0
"('066157', 438.0, '2021-05-13')",0
"('066157', 438.0, '2021-05-31')",0
"('066157', 438.0, '2021-02-18')",0
"('066157', 438.0, '2021-02-10')",0
"('066157', 439.0, '2021-04-10')",0
"('066157', 439.0, '2021-05-30')",0
"('066157', 439.0, '2021-03-10')",0
"('066157', 439.0, '2021-05-10')",0
"('066157', 439.0, '2021-05-24')",0
"('066157', 439.0, '2021-05-13')",0
"('066157', 439.0, '2021-05-31')",0
"('066157', 439.0, '2021-02-18')",0
"('066157', 439.0, '2021-02-10')",0
"('066157', 440.0, '2021-04-10')",0
"('066157', 440.0, '2021-05-30')",0
"('066157', 440.0, '2021-03-10')",0
"('066157', 440.0, '2021-05-10')",0
"('066157', 440.0, '2021-05-24')",0
"('066157', 440.0, '2021-05-13')",0
"('066157', 440.0, '2021-05-31')",0
"('066157', 440.0, '2021-02-18')",0
"('066157', 440.0, '2021-02-10')",0
"('K04033', 404.0, '2021-04-10')",0
"('K04033', 404.0, '2021-05-30')",0
"('K04033', 404.0, '2021-03-10')",0
"('K04033', 404.0, '2021-05-10')",0
"('K04033', 404.0, '2021-05-24')",0
"('K04033', 404.0, '2021-05-13')",219
"('K04033', 404.0, '2021-05-31')",0
"('K04033', 404.0, '2021-02-18')",0
"('K04033', 404.0, '2021-02-10')",0
"('K04033', 405.0, '2021-04-10')",0
"('K04033', 405.0, '2021-05-30')",0
"('K04033', 405.0, '2021-03-10')",0
"('K04033', 405.0, '2021-05-10')",0
"('K04033', 405.0, '2021-05-24')",0
"('K04033', 405.0, '2021-05-13')",118
"('K04033', 405.0, '2021-05-31')",0
"('K04033', 405.0, '2021-02-18')",0
"('K04033', 405.0, '2021-02-10')",0
"('K04033', 407.0, '2021-04-10')",0
"('K04033', 407.0, '2021-05-30')",0
"('K04033', 407.0, '2021-03-10')",0
"('K04033', 407.0, '2021-05-10')",0
"('K04033', 407.0, '2021-05-24')",0
"('K04033', 407.0, '2021-05-13')",121
"('K04033', 407.0, '2021-05-31')",0
"('K04033', 407.0, '2021-02-18')",0
"('K04033', 407.0, '2021-02-10')",0
"('K04033', 408.0, '2021-04-10')",0
"('K04033', 408.0, '2021-05-30')",0
"('K04033', 408.0, '2021-03-10')",0
"('K04033', 408.0, '2021-05-10')",0
"('K04033', 408.0, '2021-05-24')",0
"('K04033', 408.0, '2021-05-13')",129
"('K04033', 408.0, '2021-05-31')",0
"('K04033', 408.0, '2021-02-18')",0
"('K04033', 408.0, '2021-02-10')",0
"('K04033', 409.0, '2021-04-10')",0
"('K04033', 409.0, '2021-05-30')",0
"('K04033', 409.0, '2021-03-10')",0
"('K04033', 409.0, '2021-05-10')",0
"('K04033', 409.0, '2021-05-24')",0
"('K04033', 409.0, '2021-05-13')",222
"('K04033', 409.0, '2021-05-31')",0
"('K04033', 409.0, '2021-02-18')",0
"('K04033', 409.0, '2021-02-10')",0
"('K04033', 410.0, '2021-04-10')",0
"('K04033', 410.0, '2021-05-30')",0
"('K04033', 410.0, '2021-03-10')",0
"('K04033', 410.0, '2021-05-10')",0
"('K04033', 410.0, '2021-05-24')",0
"('K04033', 410.0, '2021-05-13')",180
"('K04033', 410.0, '2021-05-31')",0
"('K04033', 410.0, '2021-02-18')",0
"('K04033', 410.0, '2021-02-10')",0
"('K04033', 412.0, '2021-04-10')",0
"('K04033', 412.0, '2021-05-30')",0
"('K04033', 412.0, '2021-03-10')",0
"('K04033', 412.0, '2021-05-10')",0
"('K04033', 412.0, '2021-05-24')",0
"('K04033', 412.0, '2021-05-13')",204
"('K04033', 412.0, '2021-05-31')",0
"('K04033', 412.0, '2021-02-18')",0
"('K04033', 412.0, '2021-02-10')",0
"('K04033', 416.0, '2021-04-10')",0
"('K04033', 416.0, '2021-05-30')",0
"('K04033', 416.0, '2021-03-10')",0
"('K04033', 416.0, '2021-05-10')",0
"('K04033', 416.0, '2021-05-24')",0
"('K04033', 416.0, '2021-05-13')",299
"('K04033', 416.0, '2021-05-31')",0
"('K04033', 416.0, '2021-02-18')",0
"('K04033', 416.0, '2021-02-10')",0
"('K04033', 421.0, '2021-04-10')",0
"('K04033', 421.0, '2021-05-30')",0
"('K04033', 421.0, '2021-03-10')",0
"('K04033', 421.0, '2021-05-10')",0
"('K04033', 421.0, '2021-05-24')",0
"('K04033', 421.0, '2021-05-13')",0
"('K04033', 421.0, '2021-05-31')",0
"('K04033', 421.0, '2021-02-18')",0
"('K04033', 421.0, '2021-02-10')",0
"('K04033', 422.0, '2021-04-10')",0
"('K04033', 422.0, '2021-05-30')",0
"('K04033', 422.0, '2021-03-10')",0
"('K04033', 422.0, '2021-05-10')",0
"('K04033', 422.0, '2021-05-24')",0
"('K04033', 422.0, '2021-05-13')",77
"('K04033', 422.0, '2021-05-31')",0
"('K04033', 422.0, '2021-02-18')",0
"('K04033', 422.0, '2021-02-10')",0
"('K04033', 424.0, '2021-04-10')",0
"('K04033', 424.0, '2021-05-30')",0
"('K04033', 424.0, '2021-03-10')",0
"('K04033', 424.0, '2021-05-10')",0
"('K04033', 424.0, '2021-05-24')",0
"('K04033', 424.0, '2021-05-13')",231
"('K04033', 424.0, '2021-05-31')",0
"('K04033', 424.0, '2021-02-18')",0
"('K04033', 424.0, '2021-02-10')",0
"('K04033', 425.0, '2021-04-10')",0
"('K04033', 425.0, '2021-05-30')",0
"('K04033', 425.0, '2021-03-10')",0
"('K04033', 425.0, '2021-05-10')",0
"('K04033', 425.0, '2021-05-24')",0
"('K04033', 425.0, '2021-05-13')",0
"('K04033', 425.0, '2021-05-31')",0
"('K04033', 425.0, '2021-02-18')",0
"('K04033', 425.0, '2021-02-10')",0
"('K04033', 426.0, '2021-04-10')",0
"('K04033', 426.0, '2021-05-30')",0
"('K04033', 426.0, '2021-03-10')",0
"('K04033', 426.0, '2021-05-10')",0
"('K04033', 426.0, '2021-05-24')",0
"('K04033', 426.0, '2021-05-13')",25
"('K04033', 426.0, '2021-05-31')",0
"('K04033', 426.0, '2021-02-18')",0
"('K04033', 426.0, '2021-02-10')",0
"('K04033', 433.0, '2021-04-10')",0
"('K04033', 433.0, '2021-05-30')",0
"('K04033', 433.0, '2021-03-10')",0
"('K04033', 433.0, '2021-05-10')",0
"('K04033', 433.0, '2021-05-24')",0
"('K04033', 433.0, '2021-05-13')",60
"('K04033', 433.0, '2021-05-31')",0
"('K04033', 433.0, '2021-02-18')",0
"('K04033', 433.0, '2021-02-10')",0
"('K04033', 434.0, '2021-04-10')",0
"('K04033', 434.0, '2021-05-30')",0
"('K04033', 434.0, '2021-03-10')",0
"('K04033', 434.0, '2021-05-10')",0
"('K04033', 434.0, '2021-05-24')",0
"('K04033', 434.0, '2021-05-13')",5
"('K04033', 434.0, '2021-05-31')",0
"('K04033', 434.0, '2021-02-18')",0
"('K04033', 434.0, '2021-02-10')",0
"('K04033', 435.0, '2021-04-10')",0
"('K04033', 435.0, '2021-05-30')",0
"('K04033', 435.0, '2021-03-10')",0
"('K04033', 435.0, '2021-05-10')",0
"('K04033', 435.0, '2021-05-24')",0
"('K04033', 435.0, '2021-05-13')",225
"('K04033', 435.0, '2021-05-31')",0
"('K04033', 435.0, '2021-02-18')",0
"('K04033', 435.0, '2021-02-10')",0
"('K04033', 436.0, '2021-04-10')",0
"('K04033', 436.0, '2021-05-30')",0
"('K04033', 436.0, '2021-03-10')",0
"('K04033', 436.0, '2021-05-10')",0
"('K04033', 436.0, '2021-05-24')",0
"('K04033', 436.0, '2021-05-13')",184
"('K04033', 436.0, '2021-05-31')",0
"('K04033', 436.0, '2021-02-18')",0
"('K04033', 436.0, '2021-02-10')",0
"('K04033', 438.0, '2021-04-10')",0
"('K04033', 438.0, '2021-05-30')",0
"('K04033', 438.0, '2021-03-10')",0
"('K04033', 438.0, '2021-05-10')",0
"('K04033', 438.0, '2021-05-24')",0
"('K04033', 438.0, '2021-05-13')",310
"('K04033', 438.0, '2021-05-31')",0
"('K04033', 438.0, '2021-02-18')",0
"('K04033', 438.0, '2021-02-10')",0
"('K04033', 439.0, '2021-04-10')",0
"('K04033', 439.0, '2021-05-30')",0
"('K04033', 439.0, '2021-03-10')",0
"('K04033', 439.0, '2021-05-10')",0
"('K04033', 439.0, '2021-05-24')",0
"('K04033', 439.0, '2021-05-13')",149
"('K04033', 439.0, '2021-05-31')",0
"('K04033', 439.0, '2021-02-18')",0
"('K04033', 439.0, '2021-02-10')",0
"('K04033', 440.0, '2021-04-10')",0
"('K04033', 440.0, '2021-05-30')",0
"('K04033', 440.0, '2021-03-10')",0
"('K04033', 440.0, '2021-05-10')",0
"('K04033', 440.0, '2021-05-24')",0
"('K04033', 440.0, '2021-05-13')",88
"('K04033', 440.0, '2021-05-31')",0
"('K04033', 440.0, '2021-02-18')",0
"('K04033', 440.0, '2021-02-10')",0
"('052996', 404.0, '2021-04-10')",0
"('052996', 404.0, '2021-05-30')",0
"('052996', 404.0, '2021-03-10')",0
"('052996', 404.0, '2021-05-10')",0
"('052996', 404.0, '2021-05-24')",0
"('052996', 404.0, '2021-05-13')",0
"('052996', 404.0, '2021-05-31')",0
"('052996', 404.0, '2021-02-18')",0
"('052996', 404.0, '2021-02-10')",0
"('052996', 405.0, '2021-04-10')",0
"('052996', 405.0, '2021-05-30')",0
"('052996', 405.0, '2021-03-10')",0
"('052996', 405.0, '2021-05-10')",0
"('052996', 405.0, '2021-05-24')",0
"('052996', 405.0, '2021-05-13')",0
"('052996', 405.0, '2021-05-31')",0
"('052996', 405.0, '2021-02-18')",0
"('052996', 405.0, '2021-02-10')",0
"('052996', 407.0, '2021-04-10')",0
"('052996', 407.0, '2021-05-30')",0
"('052996', 407.0, '2021-03-10')",0
"('052996', 407.0, '2021-05-10')",0
"('052996', 407.0, '2021-05-24')",0
"('052996', 407.0, '2021-05-13')",0
"('052996', 407.0, '2021-05-31')",0
"('052996', 407.0, '2021-02-18')",0
"('052996', 407.0, '2021-02-10')",0
"('052996', 408.0, '2021-04-10')",0
"('052996', 408.0, '2021-05-30')",0
"('052996', 408.0, '2021-03-10')",0
"('052996', 408.0, '2021-05-10')",0
"('052996', 408.0, '2021-05-24')",0
"('052996', 408.0, '2021-05-13')",0
"('052996', 408.0, '2021-05-31')",0
"('052996', 408.0, '2021-02-18')",0
"('052996', 408.0, '2021-02-10')",0
"('052996', 409.0, '2021-04-10')",0
"('052996', 409.0, '2021-05-30')",0
"('052996', 409.0, '2021-03-10')",0
"('052996', 409.0, '2021-05-10')",0
"('052996', 409.0, '2021-05-24')",0
"('052996', 409.0, '2021-05-13')",0
"('052996', 409.0, '2021-05-31')",0
"('052996', 409.0, '2021-02-18')",0
"('052996', 409.0, '2021-02-10')",0
"('052996', 410.0, '2021-04-10')",0
"('052996', 410.0, '2021-05-30')",1
"('052996', 410.0, '2021-03-10')",0
"('052996', 410.0, '2021-05-10')",0
"('052996', 410.0, '2021-05-24')",0
"('052996', 410.0, '2021-05-13')",0
"('052996', 410.0, '2021-05-31')",0
"('052996', 410.0, '2021-02-18')",0
"('052996', 410.0, '2021-02-10')",0
"('052996', 412.0, '2021-04-10')",0
"('052996', 412.0, '2021-05-30')",0
"('052996', 412.0, '2021-03-10')",0
"('052996', 412.0, '2021-05-10')",0
"('052996', 412.0, '2021-05-24')",0
"('052996', 412.0, '2021-05-13')",0
"('052996', 412.0, '2021-05-31')",0
"('052996', 412.0, '2021-02-18')",0
"('052996', 412.0, '2021-02-10')",0
"('052996', 416.0, '2021-04-10')",0
"('052996', 416.0, '2021-05-30')",0
"('052996', 416.0, '2021-03-10')",0
"('052996', 416.0, '2021-05-10')",0
"('052996', 416.0, '2021-05-24')",0
"('052996', 416.0, '2021-05-13')",0
"('052996', 416.0, '2021-05-31')",0
"('052996', 416.0, '2021-02-18')",0
"('052996', 416.0, '2021-02-10')",0
"('052996', 421.0, '2021-04-10')",0
"('052996', 421.0, '2021-05-30')",0
"('052996', 421.0, '2021-03-10')",0
"('052996', 421.0, '2021-05-10')",0
"('052996', 421.0, '2021-05-24')",0
"('052996', 421.0, '2021-05-13')",0
"('052996', 421.0, '2021-05-31')",0
"('052996', 421.0, '2021-02-18')",1
"('052996', 421.0, '2021-02-10')",0
"('052996', 422.0, '2021-04-10')",0
"('052996', 422.0, '2021-05-30')",0
"('052996', 422.0, '2021-03-10')",0
"('052996', 422.0, '2021-05-10')",0
"('052996', 422.0, '2021-05-24')",0
"('052996', 422.0, '2021-05-13')",0
"('052996', 422.0, '2021-05-31')",0
"('052996', 422.0, '2021-02-18')",0
"('052996', 422.0, '2021-02-10')",0
"('052996', 424.0, '2021-04-10')",0
"('052996', 424.0, '2021-05-30')",0
"('052996', 424.0, '2021-03-10')",0
"('052996', 424.0, '2021-05-10')",0
"('052996', 424.0, '2021-05-24')",0
"('052996', 424.0, '2021-05-13')",0
"('052996', 424.0, '2021-05-31')",0
"('052996', 424.0, '2021-02-18')",0
"('052996', 424.0, '2021-02-10')",0
"('052996', 425.0, '2021-04-10')",0
"('052996', 425.0, '2021-05-30')",0
"('052996', 425.0, '2021-03-10')",0
"('052996', 425.0, '2021-05-10')",0
"('052996', 425.0, '2021-05-24')",0
"('052996', 425.0, '2021-05-13')",0
"('052996', 425.0, '2021-05-31')",0
"('052996', 425.0, '2021-02-18')",0
"('052996', 425.0, '2021-02-10')",0
"('052996', 426.0, '2021-04-10')",0
"('052996', 426.0, '2021-05-30')",0
"('052996', 426.0, '2021-03-10')",0
"('052996', 426.0, '2021-05-10')",0
"('052996', 426.0, '2021-05-24')",0
"('052996', 426.0, '2021-05-13')",0
"('052996', 426.0, '2021-05-31')",0
"('052996', 426.0, '2021-02-18')",0
"('052996', 426.0, '2021-02-10')",0
"('052996', 433.0, '2021-04-10')",0
"('052996', 433.0, '2021-05-30')",0
"('052996', 433.0, '2021-03-10')",0
"('052996', 433.0, '2021-05-10')",0
"('052996', 433.0, '2021-05-24')",0
"('052996', 433.0, '2021-05-13')",0
"('052996', 433.0, '2021-05-31')",0
"('052996', 433.0, '2021-02-18')",0
"('052996', 433.0, '2021-02-10')",0
"('052996', 434.0, '2021-04-10')",0
"('052996', 434.0, '2021-05-30')",0
"('052996', 434.0, '2021-03-10')",0
"('052996', 434.0, '2021-05-10')",0
"('052996', 434.0, '2021-05-24')",0
"('052996', 434.0, '2021-05-13')",0
"('052996', 434.0, '2021-05-31')",0
"('052996', 434.0, '2021-02-18')",0
"('052996', 434.0, '2021-02-10')",0
"('052996', 435.0, '2021-04-10')",0
"('052996', 435.0, '2021-05-30')",0
"('052996', 435.0, '2021-03-10')",0
"('052996', 435.0, '2021-05-10')",0
"('052996', 435.0, '2021-05-24')",0
"('052996', 435.0, '2021-05-13')",0
"('052996', 435.0, '2021-05-31')",0
"('052996', 435.0, '2021-02-18')",0
"('052996', 435.0, '2021-02-10')",0
"('052996', 436.0, '2021-04-10')",0
"('052996', 436.0, '2021-05-30')",0
"('052996', 436.0, '2021-03-10')",0
"('052996', 436.0, '2021-05-10')",0
"('052996', 436.0, '2021-05-24')",0
"('052996', 436.0, '2021-05-13')",0
"('052996', 436.0, '2021-05-31')",0
"('052996', 436.0, '2021-02-18')",0
"('052996', 436.0, '2021-02-10')",0
"('052996', 438.0, '2021-04-10')",0
"('052996', 438.0, '2021-05-30')",0
"('052996', 438.0, '2021-03-10')",0
"('052996', 438.0, '2021-05-10')",0
"('052996', 438.0, '2021-05-24')",0
"('052996', 438.0, '2021-05-13')",0
"('052996', 438.0, '2021-05-31')",0
"('052996', 438.0, '2021-02-18')",0
"('052996', 438.0, '2021-02-10')",0
"('052996', 439.0, '2021-04-10')",0
"('052996', 439.0, '2021-05-30')",0
"('052996', 439.0, '2021-03-10')",0
"('052996', 439.0, '2021-05-10')",0
"('052996', 439.0, '2021-05-24')",0
"('052996', 439.0, '2021-05-13')",0
"('052996', 439.0, '2021-05-31')",0
"('052996', 439.0, '2021-02-18')",0
"('052996', 439.0, '2021-02-10')",0
"('052996', 440.0, '2021-04-10')",0
"('052996', 440.0, '2021-05-30')",0
"('052996', 440.0, '2021-03-10')",0
"('052996', 440.0, '2021-05-10')",0
"('052996', 440.0, '2021-05-24')",0
"('052996', 440.0, '2021-05-13')",0
"('052996', 440.0, '2021-05-31')",0
"('052996', 440.0, '2021-02-18')",0
"('052996', 440.0, '2021-02-10')",0
"('K04101', 404.0, '2021-04-10')",0
"('K04101', 404.0, '2021-05-30')",0
"('K04101', 404.0, '2021-03-10')",0
"('K04101', 404.0, '2021-05-10')",0
"('K04101', 404.0, '2021-05-24')",0
"('K04101', 404.0, '2021-05-13')",0
"('K04101', 404.0, '2021-05-31')",0
"('K04101', 404.0, '2021-02-18')",0
"('K04101', 404.0, '2021-02-10')",0
"('K04101', 405.0, '2021-04-10')",0
"('K04101', 405.0, '2021-05-30')",0
"('K04101', 405.0, '2021-03-10')",0
"('K04101', 405.0, '2021-05-10')",0
"('K04101', 405.0, '2021-05-24')",0
"('K04101', 405.0, '2021-05-13')",0
"('K04101', 405.0, '2021-05-31')",0
"('K04101', 405.0, '2021-02-18')",0
"('K04101', 405.0, '2021-02-10')",0
"('K04101', 407.0, '2021-04-10')",0
"('K04101', 407.0, '2021-05-30')",0
"('K04101', 407.0, '2021-03-10')",0
"('K04101', 407.0, '2021-05-10')",0
"('K04101', 407.0, '2021-05-24')",0
"('K04101', 407.0, '2021-05-13')",0
"('K04101', 407.0, '2021-05-31')",0
"('K04101', 407.0, '2021-02-18')",0
"('K04101', 407.0, '2021-02-10')",0
"('K04101', 408.0, '2021-04-10')",0
"('K04101', 408.0, '2021-05-30')",5
"('K04101', 408.0, '2021-03-10')",0
"('K04101', 408.0, '2021-05-10')",0
"('K04101', 408.0, '2021-05-24')",0
"('K04101', 408.0, '2021-05-13')",0
"('K04101', 408.0, '2021-05-31')",0
"('K04101', 408.0, '2021-02-18')",0
"('K04101', 408.0, '2021-02-10')",0
"('K04101', 409.0, '2021-04-10')",0
"('K04101', 409.0, '2021-05-30')",8
"('K04101', 409.0, '2021-03-10')",0
"('K04101', 409.0, '2021-05-10')",0
"('K04101', 409.0, '2021-05-24')",0
"('K04101', 409.0, '2021-05-13')",0
"('K04101', 409.0, '2021-05-31')",0
"('K04101', 409.0, '2021-02-18')",0
"('K04101', 409.0, '2021-02-10')",0
"('K04101', 410.0, '2021-04-10')",0
"('K04101', 410.0, '2021-05-30')",0
"('K04101', 410.0, '2021-03-10')",0
"('K04101', 410.0, '2021-05-10')",0
"('K04101', 410.0, '2021-05-24')",0
"('K04101', 410.0, '2021-05-13')",0
"('K04101', 410.0, '2021-05-31')",0
"('K04101', 410.0, '2021-02-18')",0
"('K04101', 410.0, '2021-02-10')",0
"('K04101', 412.0, '2021-04-10')",0
"('K04101', 412.0, '2021-05-30')",0
"('K04101', 412.0, '2021-03-10')",0
"('K04101', 412.0, '2021-05-10')",0
"('K04101', 412.0, '2021-05-24')",0
"('K04101', 412.0, '2021-05-13')",0
"('K04101', 412.0, '2021-05-31')",0
"('K04101', 412.0, '2021-02-18')",0
"('K04101', 412.0, '2021-02-10')",0
"('K04101', 416.0, '2021-04-10')",0
"('K04101', 416.0, '2021-05-30')",8
"('K04101', 416.0, '2021-03-10')",0
"('K04101', 416.0, '2021-05-10')",0
"('K04101', 416.0, '2021-05-24')",0
"('K04101', 416.0, '2021-05-13')",0
"('K04101', 416.0, '2021-05-31')",0
"('K04101', 416.0, '2021-02-18')",0
"('K04101', 416.0, '2021-02-10')",0
"('K04101', 421.0, '2021-04-10')",0
"('K04101', 421.0, '2021-05-30')",0
"('K04101', 421.0, '2021-03-10')",0
"('K04101', 421.0, '2021-05-10')",0
"('K04101', 421.0, '2021-05-24')",0
"('K04101', 421.0, '2021-05-13')",0
"('K04101', 421.0, '2021-05-31')",0
"('K04101', 421.0, '2021-02-18')",0
"('K04101', 421.0, '2021-02-10')",0
"('K04101', 422.0, '2021-04-10')",0
"('K04101', 422.0, '2021-05-30')",0
"('K04101', 422.0, '2021-03-10')",0
"('K04101', 422.0, '2021-05-10')",0
"('K04101', 422.0, '2021-05-24')",0
"('K04101', 422.0, '2021-05-13')",0
"('K04101', 422.0, '2021-05-31')",0
"('K04101', 422.0, '2021-02-18')",0
"('K04101', 422.0, '2021-02-10')",0
"('K04101', 424.0, '2021-04-10')",0
"('K04101', 424.0, '2021-05-30')",7
"('K04101', 424.0, '2021-03-10')",0
"('K04101', 424.0, '2021-05-10')",0
"('K04101', 424.0, '2021-05-24')",0
"('K04101', 424.0, '2021-05-13')",0
"('K04101', 424.0, '2021-05-31')",0
"('K04101', 424.0, '2021-02-18')",0
"('K04101', 424.0, '2021-02-10')",0
"('K04101', 425.0, '2021-04-10')",0
"('K04101', 425.0, '2021-05-30')",14
"('K04101', 425.0, '2021-03-10')",0
"('K04101', 425.0, '2021-05-10')",0
"('K04101', 425.0, '2021-05-24')",0
"('K04101', 425.0, '2021-05-13')",0
"('K04101', 425.0, '2021-05-31')",0
"('K04101', 425.0, '2021-02-18')",0
"('K04101', 425.0, '2021-02-10')",0
"('K04101', 426.0, '2021-04-10')",0
"('K04101', 426.0, '2021-05-30')",9
"('K04101', 426.0, '2021-03-10')",0
"('K04101', 426.0, '2021-05-10')",0
"('K04101', 426.0, '2021-05-24')",0
"('K04101', 426.0, '2021-05-13')",0
"('K04101', 426.0, '2021-05-31')",0
"('K04101', 426.0, '2021-02-18')",0
"('K04101', 426.0, '2021-02-10')",0
"('K04101', 433.0, '2021-04-10')",0
"('K04101', 433.0, '2021-05-30')",0
"('K04101', 433.0, '2021-03-10')",0
"('K04101', 433.0, '2021-05-10')",0
"('K04101', 433.0, '2021-05-24')",0
"('K04101', 433.0, '2021-05-13')",0
"('K04101', 433.0, '2021-05-31')",0
"('K04101', 433.0, '2021-02-18')",0
"('K04101', 433.0, '2021-02-10')",0
"('K04101', 434.0, '2021-04-10')",0
"('K04101', 434.0, '2021-05-30')",0
"('K04101', 434.0, '2021-03-10')",0
"('K04101', 434.0, '2021-05-10')",0
"('K04101', 434.0, '2021-05-24')",0
"('K04101', 434.0, '2021-05-13')",0
"('K04101', 434.0, '2021-05-31')",0
"('K04101', 434.0, '2021-02-18')",0
"('K04101', 434.0, '2021-02-10')",0
"('K04101', 435.0, '2021-04-10')",0
"('K04101', 435.0, '2021-05-30')",0
"('K04101', 435.0, '2021-03-10')",0
"('K04101', 435.0, '2021-05-10')",0
"('K04101', 435.0, '2021-05-24')",0
"('K04101', 435.0, '2021-05-13')",0
"('K04101', 435.0, '2021-05-31')",0
"('K04101', 435.0, '2021-02-18')",0
"('K04101', 435.0, '2021-02-10')",0
"('K04101', 436.0, '2021-04-10')",0
"('K04101', 436.0, '2021-05-30')",0
"('K04101', 436.0, '2021-03-10')",0
"('K04101', 436.0, '2021-05-10')",0
"('K04101', 436.0, '2021-05-24')",0
"('K04101', 436.0, '2021-05-13')",0
"('K04101', 436.0, '2021-05-31')",0
"('K04101', 436.0, '2021-02-18')",0
"('K04101', 436.0, '2021-02-10')",0
"('K04101', 438.0, '2021-04-10')",0
"('K04101', 438.0, '2021-05-30')",0
"('K04101', 438.0, '2021-03-10')",0
"('K04101', 438.0, '2021-05-10')",0
"('K04101', 438.0, '2021-05-24')",0
"('K04101', 438.0, '2021-05-13')",0
"('K04101', 438.0, '2021-05-31')",0
"('K04101', 438.0, '2021-02-18')",0
"('K04101', 438.0, '2021-02-10')",0
"('K04101', 439.0, '2021-04-10')",0
"('K04101', 439.0, '2021-05-30')",0
"('K04101', 439.0, '2021-03-10')",0
"('K04101', 439.0, '2021-05-10')",0
"('K04101', 439.0, '2021-05-24')",0
"('K04101', 439.0, '2021-05-13')",0
"('K04101', 439.0, '2021-05-31')",0
"('K04101', 439.0, '2021-02-18')",0
"('K04101', 439.0, '2021-02-10')",0
"('K04101', 440.0, '2021-04-10')",0
"('K04101', 440.0, '2021-05-30')",0
"('K04101', 440.0, '2021-03-10')",0
"('K04101', 440.0, '2021-05-10')",0
"('K04101', 440.0, '2021-05-24')",0
"('K04101', 440.0, '2021-05-13')",0
"('K04101', 440.0, '2021-05-31')",0
"('K04101', 440.0, '2021-02-18')",0
"('K04101', 440.0, '2021-02-10')",0
"('051718', 404.0, '2021-04-10')",0
"('051718', 404.0, '2021-05-30')",0
"('051718', 404.0, '2021-03-10')",0
"('051718', 404.0, '2021-05-10')",0
"('051718', 404.0, '2021-05-24')",0
"('051718', 404.0, '2021-05-13')",0
"('051718', 404.0, '2021-05-31')",0
"('051718', 404.0, '2021-02-18')",0
"('051718', 404.0, '2021-02-10')",0
"('051718', 405.0, '2021-04-10')",0
"('051718', 405.0, '2021-05-30')",0
"('051718', 405.0, '2021-03-10')",0
"('051718', 405.0, '2021-05-10')",0
"('051718', 405.0, '2021-05-24')",0
"('051718', 405.0, '2021-05-13')",0
"('051718', 405.0, '2021-05-31')",0
"('051718', 405.0, '2021-02-18')",0
"('051718', 405.0, '2021-02-10')",0
"('051718', 407.0, '2021-04-10')",0
"('051718', 407.0, '2021-05-30')",0
"('051718', 407.0, '2021-03-10')",0
"('051718', 407.0, '2021-05-10')",0
"('051718', 407.0, '2021-05-24')",0
"('051718', 407.0, '2021-05-13')",0
"('051718', 407.0, '2021-05-31')",0
"('051718', 407.0, '2021-02-18')",0
"('051718', 407.0, '2021-02-10')",0
"('051718', 408.0, '2021-04-10')",0
"('051718', 408.0, '2021-05-30')",2
